hour,day_of_week,is_weekend,zone_id,latitude,longitude,accident_count_last_7d,accident_risk
5,6,1,13,19.160387652583648,72.79455260127284,0,0
7,4,0,0,19.232143987455366,72.82733703873642,7,1
12,3,0,3,19.030503834212364,72.79670014333973,3,0
18,6,1,29,19.077050041716344,72.78227072895349,11,1
19,3,0,7,18.927010498710843,72.90984206042322,0,1
16,0,0,23,19.091348048518885,72.86726716632131,11,1
11,4,0,31,19.102402015457034,72.84453727765552,7,1
17,6,1,8,18.966723642634594,72.83889878936789,0,0
20,5,1,21,19.033680732551687,72.92742014116861,10,1
20,1,0,27,19.13873934466749,72.85765367679798,3,1
4,0,0,3,19.274484297791844,72.91963234280395,0,0
12,3,0,15,18.945046775737957,72.96218543689878,2,0
17,2,0,31,19.11246504847233,72.96383531036712,12,1
14,0,0,10,19.117652286140853,72.8561781713262,5,1
16,4,0,0,19.067477263917986,72.86296390046753,1,0
4,5,1,2,19.10217268224105,72.9337974830361,8,1
9,1,0,18,18.97893924069728,72.87010882706203,1,1
0,0,0,7,19.127251296183157,72.85163254360657,9,1
6,1,0,25,19.088123080361516,72.93446367834713,12,1
11,4,0,29,19.23066144106334,72.86069657324248,5,1
14,4,0,20,19.1357445427897,72.94100893350388,9,1
14,2,0,18,19.241663477797502,72.84965109340466,2,0
0,6,1,27,18.99918378061678,72.88472045520301,0,0
19,4,0,1,19.128322273768838,72.84948268164509,12,1
10,2,0,18,19.094905366685627,72.87202383179671,11,1
7,3,0,23,19.04466448574301,72.95486352097089,9,1
17,4,0,25,18.96953962636253,72.94435812736889,0,0
20,5,1,0,19.09376940149301,72.8511982968544,0,1
16,5,1,25,19.156157931451748,72.78786242796822,12,1
23,5,1,10,19.248348960212727,72.79221559197097,9,1
3,0,0,7,19.179303876153465,72.81690420387127,12,1
22,5,1,23,19.168206424556587,72.79246827250225,10,1
23,2,0,6,19.154866202161333,72.94888813452673,9,1
5,2,0,18,18.976988201453892,72.83384864618988,5,1
9,6,1,24,19.216283994351173,72.79784086574242,9,1
3,1,0,2,19.139529136116632,72.87591642035085,5,1
14,5,1,1,19.103096906380173,72.89730708693216,0,0
19,1,0,31,19.108311321867564,72.85121934517957,3,1
4,0,0,0,18.883013745253628,72.8250665595425,4,0
10,5,1,29,19.202345954696458,72.7911306978714,8,1
22,2,0,18,18.887296992571343,72.91939229247329,7,1
10,3,0,14,19.206828828379713,72.83158056540898,6,1
5,2,0,29,19.251750395651037,72.89135257860279,10,1
4,5,1,25,19.009471694561697,72.86508728772328,0,0
19,0,0,11,18.92593472989568,72.90212400848833,3,1
3,4,0,10,19.11755323902316,72.85384609630198,8,1
9,4,0,22,19.09956879195559,72.82034609246605,6,1
4,0,0,16,18.92667842565667,72.87463324021039,7,1
22,2,0,29,18.922679700045375,72.9501454920033,2,0
8,1,0,11,19.03169143398552,72.96528988471795,4,1
7,2,0,8,19.180200769906126,72.93990742618391,3,0
13,1,0,29,19.0235321936494,72.95544010816262,8,1
17,6,1,7,19.030777771769962,72.87253595713392,1,0
0,0,0,16,19.23982982930983,72.85677824427465,8,1
7,2,0,6,18.926759216283344,72.9679664247227,8,1
19,6,1,14,19.128029102371407,72.88669221839527,9,1
3,4,0,5,19.180961248015528,72.9213960922487,14,1
9,0,0,21,19.208502921868806,72.80212634739104,4,1
12,3,0,23,19.08091533898501,72.88797212742257,5,1
18,2,0,3,19.09708977733904,72.83035981178139,6,1
19,2,0,29,19.243380224533453,72.89667835895322,4,1
10,3,0,25,19.114491932806718,72.8811777357769,7,1
0,6,1,7,19.22884956357766,72.96642365649673,2,0
8,5,1,18,19.17457769424989,72.96687340295381,8,1
10,6,1,0,18.925295218336302,72.97696823979247,4,0
7,6,1,20,19.03172227935422,72.92884993036866,12,1
19,0,0,20,19.121488612692055,72.80285346001114,5,1
1,6,1,17,19.07233479123563,72.96369094498786,11,1
11,2,0,18,18.97929057710286,72.89552639081832,5,1
16,4,0,30,18.991034869051767,72.82401944281622,1,0
20,0,0,6,19.270216526273103,72.8717977976034,2,1
7,0,0,6,19.118154006928016,72.79341529547769,6,1
18,2,0,23,19.239221715776285,72.8210279280964,0,1
7,2,0,17,18.997617871688387,72.92281183995797,0,0
1,5,1,27,19.072435179355033,72.87940238976425,2,0
22,6,1,2,19.0293237265119,72.83414893462871,1,1
0,6,1,22,18.942461038946476,72.92319444576948,9,1
7,5,1,24,19.199966434149278,72.81570893241087,0,0
14,1,0,2,18.97726887639978,72.92445338637114,4,0
17,6,1,9,18.914203412341788,72.82157725102921,1,0
15,4,0,18,19.113216624387878,72.8642849101185,2,0
10,1,0,30,19.031876963266907,72.89805898850297,5,1
4,4,0,5,19.189533809280537,72.85255157893319,5,1
21,3,0,23,18.925695170368158,72.89315532399331,10,1
13,6,1,31,18.952842855528633,72.87695567343007,1,0
12,0,0,6,18.967209242997633,72.90901083355386,0,0
12,1,0,22,19.153273542578194,72.94451677518234,4,0
1,0,0,4,19.140568155340745,72.94594836074144,9,1
20,1,0,21,18.93475425202752,72.96000372836963,4,1
12,0,0,20,18.950148511449378,72.962882389185,11,1
20,3,0,29,19.087567082113136,72.78939319335501,5,1
3,2,0,25,18.907299882141636,72.94741579814061,11,1
3,0,0,26,18.99884868624927,72.89328092805938,3,0
21,4,0,23,18.9659761514363,72.78623662701226,3,0
18,2,0,19,18.900570325393698,72.87927324944025,13,1
20,0,0,8,19.020616064453687,72.86255871012135,9,1
7,1,0,24,18.97856081329564,72.94382046353485,6,1
16,4,0,16,19.260094941528322,72.8692011545916,6,1
18,6,1,20,19.18361433821554,72.92482066585463,8,1
8,4,0,25,18.8957707245474,72.92111503450315,9,1
16,6,1,25,19.10717809222105,72.96309765951762,3,0
7,1,0,26,19.257706595645374,72.87484284333149,5,1
6,2,0,17,19.08897383042847,72.90890933012517,7,1
1,2,0,4,19.09210605305396,72.86820643234964,6,1
11,6,1,14,19.20159079176036,72.88768029807616,8,1
15,4,0,9,19.23066615114498,72.86350121680557,0,0
9,1,0,29,18.880095009430352,72.81709458191534,0,1
20,3,0,24,19.11230288289093,72.8343373942138,11,1
9,5,1,24,19.014548185531368,72.8845038383269,0,1
13,5,1,17,18.998523248182394,72.82672155020998,8,1
15,0,0,20,19.275088955894415,72.86555462674717,0,0
4,4,0,4,18.915764400924903,72.86351615515699,7,1
13,2,0,29,19.125364555684282,72.81340678921842,3,0
21,4,0,18,19.085075404406602,72.82613396234355,0,0
8,0,0,25,19.191833789426703,72.85002505183334,2,1
8,2,0,19,19.277963129058577,72.81477904984389,11,1
2,1,0,17,19.158408247221516,72.81077918126797,1,0
14,0,0,8,19.237968576491138,72.95202536328358,9,1
8,2,0,26,18.93180596851312,72.9577496159738,10,1
10,2,0,1,19.04338128522828,72.85453770340247,7,1
4,1,0,17,18.91241848636306,72.82403664038996,5,1
18,1,0,2,19.019123683160878,72.91560323051182,13,1
12,4,0,0,19.231451994542063,72.93948520432139,6,1
15,0,0,12,19.21480533134547,72.91949429233387,9,1
3,6,1,26,19.18108665582306,72.81172102105862,10,1
22,1,0,9,19.20797876696324,72.82572503230499,8,1
17,3,0,1,19.212853671183098,72.88149354675217,8,1
7,6,1,1,19.133602281239845,72.88799707594318,0,0
15,5,1,18,19.184411161000813,72.88825331573523,4,0
4,4,0,21,19.25489139489458,72.91757714446017,0,0
3,2,0,31,19.163268835458112,72.79347012029376,8,1
23,2,0,17,19.22861472246095,72.97469779383549,3,0
2,3,0,28,19.03344490416225,72.7931252289148,0,0
18,2,0,25,18.880411791938254,72.81178765665535,0,1
3,0,0,2,19.06055480973187,72.81272476423834,5,1
1,6,1,13,18.972021473212575,72.80626702528188,4,0
16,5,1,11,18.892520925499007,72.92625401339474,2,0
4,2,0,26,19.043733602526018,72.95881984073583,5,1
2,0,0,24,19.1659696160809,72.89255005726868,11,1
14,2,0,13,19.0921417574913,72.78357237849566,5,1
23,3,0,25,19.126660125808296,72.93930745819524,6,1
8,5,1,15,19.076637818696575,72.79284178741503,7,1
20,4,0,1,19.199023640254875,72.84207239178471,0,1
5,2,0,12,19.18282370704449,72.97052972760774,4,0
7,2,0,21,19.179664655640515,72.80918441480704,8,1
21,5,1,27,19.160985988217643,72.89192973669739,2,0
0,1,0,0,18.915146599657934,72.85012538624184,0,0
6,1,0,5,19.107016339304625,72.91789299382745,4,0
14,1,0,9,18.946993032903627,72.80091356806687,14,1
8,1,0,11,19.228387649498433,72.92281738642649,6,1
14,2,0,30,18.91204593855387,72.9589633312121,6,1
2,6,1,8,18.945599792395797,72.86772144329791,2,0
21,3,0,22,19.140117674349383,72.87585578571526,0,0
22,4,0,22,18.897464663082943,72.81233450882937,4,0
17,2,0,21,19.012925850142043,72.88849572714388,8,1
2,4,0,28,19.047359915467062,72.82071565606844,8,1
11,0,0,29,19.264312220594793,72.86318147322939,4,0
11,5,1,19,19.081937952757208,72.88866010467267,1,0
8,3,0,25,19.170103064166057,72.87733378828494,4,1
6,1,0,18,19.116940131437346,72.96247266912334,3,0
12,1,0,7,19.214399225512484,72.82715841879184,10,1
22,1,0,11,19.029139454875573,72.88252304104117,5,1
4,5,1,12,19.05486615552673,72.79947867851071,11,1
6,5,1,16,19.036432614660704,72.97388246446707,3,0
2,4,0,4,19.010076025689877,72.93469462513733,5,1
10,1,0,2,19.056809749513143,72.84617787259783,8,1
11,5,1,8,19.052355009464723,72.82974285451753,8,1
10,4,0,14,19.145521811048724,72.87492617514997,0,0
23,3,0,23,19.1141417457587,72.95365425610265,10,1
1,0,0,30,18.97245236497106,72.79033936744831,0,0
22,2,0,5,18.95200417498909,72.79771111684465,0,0
9,3,0,20,19.07195883263683,72.9171935471966,2,1
17,4,0,24,19.11204489187819,72.8308449159795,15,1
19,6,1,31,18.93308586152771,72.80870847240789,1,1
9,3,0,22,18.94495275786493,72.81766981675312,5,1
4,6,1,21,18.982122609891373,72.91232647007423,10,1
10,1,0,29,19.07886990560337,72.90356944804024,8,1
7,0,0,13,19.247471118797403,72.90012190850925,6,1
15,4,0,8,18.922637212123195,72.91156906092061,0,0
0,0,0,24,19.228301380134905,72.93647709681166,10,1
10,3,0,1,19.041656128660414,72.84540663231265,7,1
12,0,0,22,19.054233325925175,72.943566843235,7,1
21,6,1,24,19.01135249115403,72.90604174966583,13,1
0,0,0,31,19.029300716651736,72.82545392545263,8,1
10,2,0,7,19.14728511942201,72.90389806920193,10,1
15,1,0,5,19.24569460638059,72.94275325766392,8,1
11,4,0,1,19.090649518907583,72.8292139317596,6,1
5,5,1,17,19.16619636283971,72.88424682649708,6,1
22,2,0,22,19.23868571593605,72.79425605401103,6,1
3,4,0,12,19.020649074895854,72.80028416568985,7,1
15,4,0,19,19.148038413844375,72.9659211754844,1,0
17,1,0,16,19.27069009546503,72.94463480311913,11,1
6,6,1,11,18.95257533907825,72.88503267673342,8,1
9,3,0,19,19.07341825868797,72.94119850995503,0,1
11,4,0,9,18.924921737764485,72.780516802969,6,1
8,1,0,8,19.138642365369144,72.81495468856548,9,1
9,0,0,25,18.982257999123707,72.84041210036696,7,1
9,0,0,17,19.186662454080164,72.8099407935914,9,1
17,4,0,14,18.974094233920795,72.95385192493022,0,0
15,4,0,14,18.972098467371147,72.82123723290368,10,1
9,0,0,13,19.132806194408168,72.79169092282172,7,1
21,4,0,6,19.169806740559448,72.78316421835312,11,1
13,2,0,3,19.169735526851497,72.89567738340128,5,1
4,0,0,3,18.956746929887498,72.84467431242311,12,1
5,0,0,6,18.907769537098435,72.88381195818165,0,0
20,5,1,7,19.140350947618877,72.88659155731027,10,1
2,5,1,5,18.900935550314603,72.85569528469718,9,1
19,5,1,11,18.915506957643107,72.97233314719097,9,1
22,1,0,29,19.049075645358474,72.94436128878021,0,0
22,3,0,18,18.940966405332166,72.97849670043168,7,1
23,3,0,0,19.21681331775057,72.88419159545441,7,1
0,4,0,15,19.082735372728195,72.8118608041238,2,0
0,6,1,17,19.01666980075877,72.8561819051022,2,0
10,2,0,19,18.99188141538859,72.96847740382044,3,0
22,5,1,2,19.194510382702838,72.89491747646356,5,1
16,1,0,5,19.206979883396478,72.85612465869532,3,0
9,5,1,13,19.20237016004705,72.93800608726141,2,1
2,1,0,26,19.157980435560987,72.84921994530755,5,1
17,1,0,24,19.11006534019865,72.87587088802758,0,0
13,5,1,13,18.949935450904164,72.8805132152927,10,1
5,0,0,12,19.027013768916614,72.7936344618771,0,0
12,3,0,11,19.26632886446129,72.86649957566603,4,0
17,4,0,27,19.220579455020506,72.7800665012241,14,1
18,6,1,18,19.105776436271555,72.81835649111838,11,1
1,5,1,10,19.181701417737546,72.90389955028152,6,1
20,0,0,27,19.001310059027038,72.80020916220214,0,1
3,3,0,6,18.971557841938644,72.82652910771253,4,0
5,6,1,17,18.93228415069608,72.9573208430481,0,0
6,2,0,27,19.072653938613946,72.81537742902877,5,1
5,6,1,20,19.184115929248854,72.8074219411458,4,0
4,0,0,12,18.884848309857556,72.8282402915199,4,0
16,3,0,10,19.061750933823983,72.94887141654793,6,1
20,1,0,29,18.940019465877594,72.84493518537802,0,1
19,4,0,5,19.03695748861139,72.97124443812979,0,1
8,0,0,23,19.006162758299205,72.9176269412173,0,1
10,6,1,1,19.034539563939326,72.87002488648396,2,0
14,0,0,27,19.060247862691902,72.95649188809122,5,1
4,4,0,7,18.91391680641832,72.92326467761254,6,1
23,2,0,23,18.89422834681422,72.88171585788952,5,1
10,3,0,14,19.256926155869277,72.93676853535354,1,0
10,1,0,4,19.09984641748757,72.94610689128098,9,1
8,1,0,14,18.96227490487822,72.80427728363188,2,1
13,0,0,8,19.26393060723037,72.87565105891518,0,0
7,1,0,21,19.074406201191017,72.96405943624389,1,0
10,1,0,14,18.924323184871923,72.89970631513688,6,1
17,5,1,19,18.976277084733002,72.80430027526019,0,0
13,0,0,23,19.27696616019579,72.91429098697893,6,1
14,1,0,20,19.18201677149851,72.87210789945483,9,1
13,5,1,6,18.95223783927012,72.7907716413996,4,0
12,1,0,1,18.932691509381826,72.92519598199706,12,1
17,6,1,14,19.082341077180732,72.94814060560225,10,1
23,2,0,30,18.922372285023396,72.81031387431753,9,1
11,6,1,24,19.184448614817263,72.81201432699092,12,1
11,4,0,2,19.276723980539746,72.79983561991745,10,1
1,2,0,24,19.102033979720915,72.92661425920593,10,1
15,4,0,8,19.101690605652806,72.78104592270859,11,1
21,3,0,16,18.884412645704984,72.92990909689378,2,0
18,6,1,22,19.068127621640713,72.88041004269769,7,1
3,6,1,28,19.137346071964714,72.93607995522946,2,0
20,5,1,7,18.95134903372293,72.78581427606879,6,1
12,3,0,16,19.115280906779358,72.87619457797723,3,0
22,3,0,3,18.90112158418741,72.87731953244875,0,0
18,6,1,27,19.210019764072026,72.8796511364527,2,1
5,4,0,30,19.210052267066448,72.88405931538374,3,0
22,0,0,22,18.974343039657473,72.85428440037461,4,0
10,0,0,27,18.999777404196756,72.8146960148532,7,1
3,3,0,15,18.951300986761854,72.91718225420998,11,1
9,1,0,2,18.890478683412827,72.78483835277827,3,1
12,5,1,16,19.251846769150276,72.93651638797027,2,0
18,4,0,28,19.064693125444954,72.87618120015061,1,1
9,4,0,3,18.933391988966378,72.79612030275143,6,1
19,0,0,3,18.885361050572865,72.83654913791575,8,1
21,3,0,6,18.9787915196288,72.9612509161042,7,1
9,0,0,12,18.987255608038204,72.8112763608807,4,1
23,2,0,19,19.127879776079766,72.89239856949337,0,0
6,5,1,30,18.974713723724555,72.92648974636762,12,1
19,6,1,15,19.254728984813237,72.7904515758572,9,1
20,1,0,4,19.14166984058963,72.81961952655195,6,1
16,2,0,18,19.268802131852617,72.9017054545393,7,1
6,5,1,22,19.09804221130428,72.97610336440023,5,1
10,0,0,6,19.163134038891908,72.88870764346854,7,1
9,4,0,4,19.258279258800115,72.94999507429614,1,1
9,1,0,15,19.044706216633802,72.9101946934302,7,1
5,3,0,26,19.063695951038785,72.79039131551086,0,0
6,4,0,19,19.097939103633806,72.93168500357382,1,0
20,6,1,21,18.94464792451435,72.83109866893112,9,1
7,1,0,27,19.188804990523998,72.78543348424512,8,1
11,0,0,9,19.079125003213715,72.80109473999133,2,0
22,0,0,26,19.032168003003026,72.93512237018507,1,0
7,3,0,27,19.182992753915766,72.83528833811668,6,1
22,0,0,14,18.958336325034768,72.9593915860847,2,0
11,1,0,6,19.12538925545567,72.8526201473268,9,1
17,2,0,7,19.082820441546176,72.89962252587381,5,1
3,5,1,5,19.267102350841355,72.95137478721502,9,1
11,2,0,13,19.00786673297622,72.97768319788241,7,1
1,3,0,27,19.23277110332186,72.86549793758412,5,1
4,0,0,2,19.09095984884907,72.92387072447383,0,0
2,4,0,27,19.223270821262865,72.94381270277233,0,0
5,2,0,27,19.005740045273498,72.87423357978656,8,1
2,3,0,27,19.090173965018277,72.8288679881573,3,0
0,4,0,2,18.9367887959044,72.84958828231643,3,0
15,5,1,16,19.216579021233905,72.87425743347964,13,1
2,0,0,19,19.17571789406591,72.80126874525115,2,0
6,5,1,8,19.142112963876663,72.97834852343357,7,1
22,6,1,2,19.157660229403934,72.88253095062902,4,1
20,4,0,13,19.18369949322434,72.96072156886936,0,1
6,0,0,2,18.9036375560313,72.95976947763606,3,0
22,2,0,26,19.035903754970597,72.85590058067494,5,1
20,5,1,2,19.04510445170641,72.94047086583186,9,1
23,5,1,25,19.26649736428272,72.80549079188458,8,1
18,5,1,18,19.21041562066663,72.91986307502525,4,1
8,2,0,27,19.21175786594354,72.83630423968299,4,1
13,5,1,20,19.096279390657966,72.79930689403909,8,1
13,2,0,20,18.998895123083447,72.8399838223014,8,1
3,2,0,3,19.23089578286488,72.95545235256525,5,1
16,5,1,11,19.113122734033396,72.97908750323826,1,0
20,6,1,20,18.905456363714656,72.94627470287715,6,1
8,4,0,8,19.147680105175233,72.94585735986335,7,1
0,4,0,22,19.052170964128397,72.84338931755822,7,1
21,4,0,18,19.058098444913917,72.93776045278108,2,0
3,6,1,6,18.932677375388813,72.8268368893631,3,0
1,2,0,22,19.273536125142176,72.83379178916529,6,1
5,5,1,24,18.881168413048545,72.78795319299772,5,1
7,5,1,2,19.058987256528983,72.87485768408625,0,0
12,4,0,5,19.221654399060203,72.78989937069873,10,1
16,5,1,9,18.99739552928325,72.96635074388657,7,1
23,4,0,16,19.12682660644712,72.80276767869532,3,0
6,4,0,31,19.160903506412666,72.97856336779982,2,0
7,3,0,18,19.04440843010622,72.96152220051131,6,1
0,4,0,25,19.262024204593995,72.94423965651005,5,1
13,6,1,29,18.98304288813349,72.79190494006956,2,0
0,6,1,3,19.027621208704367,72.80420500009704,8,1
19,0,0,0,19.041695891857685,72.84421621941742,9,1
8,1,0,1,19.235215625744047,72.89973848046382,2,1
18,5,1,8,19.12502938733793,72.95473971869328,6,1
5,2,0,15,19.276505290693454,72.94400252582388,10,1
11,2,0,10,19.07440019751904,72.89543997734691,9,1
23,0,0,5,19.218241745195964,72.91849856533385,0,0
3,2,0,12,18.990152469702167,72.84126269975565,7,1
2,2,0,27,19.11170654152821,72.93187020515053,7,1
7,2,0,15,18.88492388120643,72.85401046693485,8,1
6,1,0,23,18.946251338811305,72.90914810201913,7,1
23,0,0,0,19.25865777359742,72.84795376543022,12,1
10,6,1,30,19.19668810370454,72.8991977684367,3,0
5,4,0,7,19.025837491279017,72.823578510851,9,1
12,1,0,4,18.971394698701907,72.97549042359807,2,0
10,4,0,3,18.919720881101476,72.82177281414116,8,1
17,5,1,26,18.938824740226636,72.87757023943848,9,1
4,1,0,28,19.028158794510123,72.85496071355637,3,0
8,0,0,28,18.995362175127497,72.97222709708153,5,1
16,4,0,31,19.016154841701802,72.88828152146952,10,1
12,5,1,20,19.213459984775035,72.86808827006249,6,1
1,4,0,18,18.950868370108747,72.88148927322395,5,1
18,0,0,27,19.11319377046584,72.9799427608312,2,1
10,3,0,18,19.192955331784034,72.92691558462428,4,0
18,4,0,6,19.038055097305726,72.78789190657818,4,1
4,3,0,21,18.971099894441284,72.97280576943311,1,0
14,3,0,21,18.932260937529385,72.93810195885499,7,1
16,3,0,8,19.230836232407277,72.96880841876508,1,0
11,3,0,19,19.22541900900582,72.89774630442626,11,1
3,5,1,10,18.961289236434435,72.93235963827554,6,1
17,0,0,18,19.237781022729695,72.871195855152,9,1
14,6,1,14,19.10941158058223,72.97120942872239,6,1
7,2,0,30,19.233385905194424,72.86966381107389,8,1
15,1,0,31,19.25170295920289,72.78610989141868,1,0
20,3,0,1,19.013362928863643,72.926610237972,9,1
14,2,0,18,18.960260406961503,72.97892972831201,9,1
0,6,1,4,18.882266325811827,72.96741820569176,10,1
0,3,0,2,19.125441645694984,72.79772094279394,7,1
3,5,1,30,18.906403937656094,72.8497641067939,4,0
13,3,0,12,19.259075210385788,72.79446329505159,0,0
7,0,0,22,19.216829774959432,72.82844624356491,6,1
1,1,0,25,19.041149313053054,72.83905809880959,3,0
13,5,1,22,19.242444400853,72.84429914024957,3,0
6,0,0,16,19.13619041687034,72.97579622303496,4,0
21,6,1,16,19.167916581341874,72.95338669367038,7,1
9,3,0,7,19.101862939214037,72.90741816741618,3,1
19,4,0,23,18.995988047577445,72.89265778619077,2,1
12,2,0,22,19.168262058113246,72.86028912618264,2,0
10,0,0,11,19.04097865497347,72.80054965049048,0,0
17,5,1,5,19.23829069037047,72.89665330356262,6,1
10,0,0,0,18.93197196981428,72.89299687153505,4,0
11,3,0,3,19.24287992862425,72.96859676336321,2,0
11,2,0,4,18.92640907253927,72.78845834984453,2,0
23,6,1,9,18.935646339556435,72.83084627674974,11,1
11,2,0,16,19.150443292565765,72.96879646107264,9,1
20,3,0,18,19.13373589588448,72.97989324964313,1,1
8,2,0,14,18.924391009834057,72.90688482905732,2,1
11,0,0,27,19.223582674168252,72.81720460000113,5,1
15,0,0,8,19.227905270672686,72.92609927219176,6,1
0,3,0,12,19.181609213971353,72.78718773498431,9,1
17,2,0,27,19.269836724534134,72.790439725809,6,1
21,5,1,0,19.23608600105447,72.83748191929311,5,1
21,1,0,20,18.987037070691187,72.94709604514844,6,1
5,1,0,21,19.163753186834956,72.96976919116624,0,0
16,3,0,21,18.98667007866479,72.924971299863,8,1
3,1,0,27,19.039059031836814,72.93246180640439,8,1
7,3,0,25,19.222851823942513,72.89507108065031,11,1
14,5,1,8,18.92808289164823,72.83311656659173,7,1
6,3,0,24,19.02869571796253,72.7802707251431,9,1
20,3,0,12,19.269677777526542,72.94941216539678,11,1
22,0,0,23,19.06319830360143,72.8596010585909,4,0
7,2,0,28,18.97129414539748,72.8293207269956,8,1
7,0,0,22,19.194075817259364,72.97826558031285,5,1
10,6,1,31,18.9102420162467,72.85313614965227,12,1
9,2,0,12,18.99049492999006,72.97633066477049,10,1
7,3,0,14,18.945552409512192,72.90856378296004,2,0
23,5,1,27,19.095525203615846,72.7921257852133,1,1
16,1,0,4,19.07892497846759,72.8260501841421,4,0
20,5,1,4,19.128363436087085,72.96573205740297,2,1
13,1,0,13,19.053126400883787,72.7887799885286,3,0
10,3,0,0,18.93479962522147,72.97899627386502,1,0
10,6,1,27,19.143645505787813,72.80177866279621,0,0
17,2,0,22,18.909232624810805,72.90446865292346,10,1
5,3,0,11,19.197038046515353,72.96157975875593,0,0
15,1,0,1,19.182924082853777,72.8123342872474,11,1
3,6,1,29,19.136246073419557,72.91332009580933,11,1
4,1,0,3,19.022811737588004,72.96523881368636,12,1
10,4,0,23,19.203231712942333,72.8155776248098,6,1
4,2,0,24,19.0411057593849,72.95892855951553,10,1
3,0,0,21,19.03913465020086,72.96390620493122,9,1
6,0,0,2,19.036983274491792,72.93085299466941,0,0
2,0,0,6,19.110849034415327,72.85142423186011,0,0
